Title,Company,Location,Links,Salary,Description
Cyber Security Analyst Associate SOC Tier 1 ITC#3073,General Dynamics,"Bossier City, LA",https://indeed.com/viewjob?jk=1731bf5631d3cf5c,None,"Under the direction of management, this position will perform security assessment functions, security control testing, and vendor management activities in accordance with policies and procedures. This position will work directly with internal staff, external auditors, and vendors to ensure the security of all information.
Duties and Responsibilities
Define and implement security controls that align with industry and regulatory requirements.
Evaluate, monitor, and report on risks and develop security standards, procedures, and controls to manage risks.
Assess incidents and vulnerabilities, monitor patching status, configuration baselines, and review the results of penetration tests, and social engineering tests.
Document and report control failures and gaps.
Assist staff with understanding and adhering to security controls and policies.
Remain current on best practices and technological advancements and act as a technical resource for compliance.
Develop and maintain governance, risk, and compliance strategy.
Security-specific project management and planning.
Define problems, collect, and analyze data, establish facts and draw valid conclusions.
Perform other related duties as assigned.
Qualifications
Degree in information security or related discipline. Relevant experience may substitute for the degree requirement.
Experience in security programs, audits, assessments, risk, and remediation.
Experience with vendor management programs and best practices.
Experience with standard project management concepts.
Ability to communicate technical issues well both written and verbal.
Ability to handle sensitive and confidential matters, situations, and data.
Must be able to interact positively with staff, management, and regulatory agencies.
Must be able to work independently and prioritize multiple tasks.
Able to remain calm under high pressure/difficult situations.
Knowledge
Information security management, governance, and compliance principles, practices, laws, rules, and regulations.
Information technology systems and processes, network infrastructure, data architecture, data processes, and protocols.
Security standard frameworks, architecture, design, operations, controls, technology, solutions, and service orchestration.
Information systems auditing, monitoring, controlling, and assessment process.
Vendor management.
Incident response management.
Business continuity and disaster recovery development and testing.
Risk assessment and management methodology.
Security awareness training.
Job Type: Full-time
Pay: $60,000.00 - $70,000.00 per year
Benefits:
401(k)
401(k) matching
Dental insurance
Disability insurance
Employee assistance program
Flexible schedule
Flexible spending account
Health insurance
Health savings account
Life insurance
Paid time off
Referral program
Vision insurance
Schedule:
8 hour shift
Monday to Friday
Experience:
IT Governance and Compliance: 1 year (Preferred)
Information Systems Auditing: 1 year (Preferred)
Work Location:
One location
Work Remotely:
No
Work Location: One location"
IT GxP Quality Assurance / CSV Auditor (Remote),The American College of Radiology,"Philadelphia, PA 19102 (City Center West area)•Remote",https://indeed.com/viewjob?jk=d422eef622ca39a3,None,"ARE YOU INTERESTED IN JOINING A HYPER-GROWTH LOGISTICS TECH COMPANY?
Do you believe in game-changing innovations and are excited about reimagining an 800 billion dollar industry?
Are you a creative and curious person with a solid understanding of threats and vulnerabilities?
Are you excited about testing modern and innovative products?
If so, nice to meet you! We are Loadsmart and we have recently created a new Red Team Security Engineer position to help us guarantee the safety and standards of our applications and networks. We are a Series C-funded logistic technology company that has increased our revenue by 200% year over year, led by a leadership team of logistics veterans and experienced engineers, product leaders and data scientists continuing to disrupt this $800 billion industry.
We are seeking a creative, agile, goal-driven Red Team Security Engineer who thrives in a dynamic and fast-paced global company.
LOCATION: Remote from anywhere in Latam
What you get to do:
Security reviews for applications, services and products.
Understand critical flows and identify best security practices.
Conduct security tests in internal and external facing systems, products and applications..
Recommend best practices to fix vulnerabilities.
Interact with different teams to prioritize actions and mitigate risks.
Develop tooling to automate portions of assessments.
You have experience:
Fluently communicating in English and being comfortable talking to native and non English speakers on a daily basis.
Conducting penetration tests and security assessments.
Writing reports about vulnerabilities and possible mitigations.
Working with methodologies.
Referencing different security standards as CIS, NIST, Mitre ATT&CK and OWASP.
With OWASP Top10, OWASP Testing Guide and OWASP ASVS.
Automating tasks to scale security tests.
Your colleagues would describe you as:
Obsessed with security, both technical and non technical aspects of it.
A self-starter, innovative, result-focused and team-oriented.
Possessing a growth mindset, sense of curiosity, and strong problem-solving skills.
Strong prioritization skills to support the team deliver their day to day objectives.
Someone passionate about delivering impact, who can connect dots by understanding business needs.
Someone who is always trying to find better ways to solve problems and thinks outside of the box.
WORKING AT LOADSMART
Prosperity
Competitive base salaries - we believe in rewarding top talent
Extremely competitive Equity package
Signing bonus - because you will work remotely, you will use it as you like: to setup your home office, get a new laptop or buy that amazing coffee machine to make your days happier : )
Training budget - we will support you on developing your skills.
Happiness!
Unlimited time off
Wellbeing initiatives
Lots of engagement activities;
An opportunity to work with a diverse, global community of 450+ Loadies united by our core value of Teamwork
Regular recognition, feedback, and transparency across all levels.
Opportunities for you to join our community service initiatives.
At Loadsmart, we believe our biggest asset is our people. We are proud to be an equal opportunity employer, hiring and developing individuals from diverse backgrounds and experiences to add to our collaborative culture. Loadsmart treats all candidates and employees with respect and does not discriminate in our recruiting, hiring, and promoting processes, including on the basis of race, color, religion, sex, age, sexual orientation, gender identity and/or expression, national origin, veteran status, or disability.
Job Type: Contract
Work Location: Multiple Locations"
None,eSecurity Solutions,Remote,https://indeed.com/viewjob?jk=676f38b6f7c4549e,"$50,000 - $125,372 a year","PingWind is seeking a qualified Cybersecurity Architect to support our Enterprise Security Architecture project with the Department of Veterans Affairs. The Cybersecurity Architect will provide technical and programmatic support services to include the development, maintenance of the ESA artifacts, administrative engineering support, and the facilitation of the enterprise-wide use of the VA ESA. This includes supporting an integrated VA-wide risk management program in accordance with NIST SP 800-39.
Responsibilities
The Cybersecurity Architect will work collaboratively with stakeholders (including VA’s Privacy Service, product line managers, and others) to promote enterprise cybersecurity and privacy capability standardization and integration of these standards across the VA enterprise. The Cybersecurity Architect will support the VA Director, Enterprise Security Architect (ESA) in preparation, introducing and gaining approval for these standards by the appropriate information security governance boards.
The Cybersecurity Architect will leverage, and update, the ESA Threat Model Methodology (TMM) and Threat Assessment Process when determining investment, capability, and security risks for new and existing IT, OT, and Healthcare services to improve guidance for acquiring and designing products securely. This includes ensuring the Enterprise Security Architecture Framework (ESAF) is consistent with and supports the NIST Cybersecurity Framework.
Requirements
Master’s Degree in Engineering, Computer Science, Systems, Business or related scientific technical discipline
10+ years of IT operations or Cybersecurity experience
5+ years of experience with leading technical project delivery for large, complex organizations
NIST RMF, Security Architecture
Experience with architecting Zero Trust solutions, road maps, and capabilities in alignment with industry standards, including NIST 800-207, DoD Zero Trust Reference Architecture
Experience with leading product selection initiatives in areas that including A&O, AI, analytics, secure DevOps, identify and access management and network access control
Ability to work with and guide senior leaders, including CISO, CIO, and CTO, and executives to ideate, build, and execute cybersecurity capability maturation
Ability to collaborate with project and proposal teams effectively to incorporate Cybersecurity solutions and develop high quality implementation plans and roadmaps
Ability to author technical documentation and whitepapers and blogs on leading Cybersecurity topics and concepts
Ability to obtain a security clearance
Experience in a Cybersecurity compliance, operations, or engineering leadership role
Experience with selecting, designing, and implementing security tools and capabilities for large, complex federal or commercial organizations
Experience with innovative Cybersecurity capabilities, including A&O, AI and machine learning, NGFW, and Big Data
Experience with AWS, Azure, or GCP
Possession of excellent oral and written communication skills
Information Security Certifications, including CEH, CISM, CCSP, CCSK, CISSP, or CompTIA Security+
U.S. Citizenship
About PingWind
PingWind is focused on delivering outstanding services to the federal government. We have extensive experience in the fields of cyber security, development, IT infrastructure, supply chain management and other professional services such as system design and continuous improvement. PingWind is a VA CVE certified Service-Disabled Veteran Owned Small Business (SDVOSB) and SBA HUBZone Certified with offices in Washington DC and Northern Virginia. www.PingWind.com
Our benefits include:
Paid Federal Holidays
Robust Health & Dental Insurance Options
401k with matching
Paid vacation and sick leave
Continuing education assistance
Short Term / Long Term Disability & Life Insurance
Employee Assistance Program through Sun Life Financial EAP Guidance Resources
Veterans are encouraged to apply
PingWind, Inc. does not discriminate in employment opportunities, terms and conditions of employment, or practices on the basis of race, age, gender, religious or political beliefs, national origin or heritage, disability, sexual orientation, or any characteristic protected by law
Job Type: Full-time
Pay: $85,000.00 - $115,000.00 per year
Benefits:
401(k)
401(k) matching
Dental insurance
Employee assistance program
Health insurance
Life insurance
Paid time off
Referral program
Tuition reimbursement
Vision insurance
Schedule:
8 hour shift
Application Question(s):
Are you authorized to work in the U.S? Are you a U.S Citizen? y/n
Are you able to obtain/maintain a security clearance?
Work Location:
Fully Remote
Work Remotely:
Yes
Work Location: One location"
None,Loadsmart,Remote,https://indeed.com/viewjob?jk=b89262cd56aa6a67,None,"Location: US Based (work from home)
Full Time or Part Time
The ideal candidate will show success in positioning and selling Managed Security Services, IT Audits and Cyber Security Consulting and have a technical understanding of cyber security and regulatory compliance like NIST, HIPAA, PCI-DSS and Data Privacy. Must have a proven record of identifying new leads, cold calling, negotiating contracts, and closing business opportunities.
Candidate needs to be a go-getter.
The position comes with base salary and UNCAPPED sales commission. Successful candidate can easily make $5k-30K commission a month.
Role qualifications:
Self-Starter with entrepreneurial mindset
Quick learner that requires minimal support.
Manage sales cycle through to completion by being organized, taking ownership, communicating clearly, following through, taking direction, making compromises, focusing on quality, addressing prospects concerns, and staying focused on the prospect’s needs.
Ability to work well in a team
Owns results, demonstrates initiative, and takes responsibility for work.
Applies courtesy, tact, and discretion; uses interpersonal skills to build alliances to achieve objectives.
Consistently achieving quarterly and annual KPIs.
Role Responsibilities:
Focuses on selling of Managed Security Services and IT Consulting while cross selling other services like consulting and staff augmentation.
Sales funnel management skills to develop large pipeline and juggle lots of opportunities simultaneously.
Engaging with new prospective customers and representing the client across your region, identifying all potential business opportunities.
Identifying key decision makers whilst developing and qualifying new business opportunities within the targeted markets through cold calling, event recruitment and high-level prospecting.
Articulating the value proposition and helping the customer understand how it will improve their business's information security.
Targets small and midsize companies in need of regulatory compliance (NIST, CMMC, SOC2, PCI DSS)
Looks for opportunities to add value to the client and expand service offerings.
Works with Pre-sales engineers to identify best solutions for clients and to support technical design for proposals and quotes
We offer base salary with uncapped partial commission for deals supported as well as uncapped full commission for new opportunities identified.
Strong collaboration with engineers, Sales/Biz Dev team as well as Marketing to support creation of new campaigns and sales initiatives.
This Company Describes Its Culture as:
Detail-oriented -- quality and precision-focused
Innovative -- innovative and risk-taking
Aggressive -- competitive and growth-oriented
Outcome-oriented -- results-focused with strong performance culture
People-oriented -- supportive and fairness-focused
Team-oriented -- cooperative and collaborative
TotalCyber Consulting provided the following inclusive hiring information:
Veteran-led organization
Women-led organization
Paid time off
Job Type: Full-time
Pay: $65,000.00 - $150,000.00 per year
Benefits:
Dental insurance
Flexible schedule
Health insurance
Paid time off
Referral program
Vision insurance
Schedule:
Monday to Friday
Supplemental Pay:
Bonus pay
Commission pay
Experience:
Sales Experience: 3 years (Preferred)
Cyber Security/Managed Services: 2 years (Required)
Lead Generation/Cold calling: 3 years (Preferred)
Work Location:
Fully Remote
Work Remotely:
Yes
Work Location: Remote"
Security Architect,NDK,"New York, NY 10001 (Garment District area)•Remote",https://indeed.com/viewjob?jk=be74ce9cd6a0bdfb,"$160,000 - $200,000 a year","First point of contact for cybersecurity incidents. Resolves and/or escalates cybersecurity related trouble tickets. Participates in the on-call rotation. Disaster Recovery Planning and Testing and electronic medical record (EMR) provisioning.
PRIMARY RESPONSIBILITIES
Supports the overall efforts to improve the IT security program, threat and vulnerability tasks, identity management, application security assessments.
Completes audits of system security to ensure compliance with policies.
Assists in the implementation and support of security solutions; application security design, assessments, testing and remediation.
Suggests process improvements and standards.
Conducts disaster recovery planning, scheduling and testing, business continuity planning for IT and emergency notification services.
Conducts Electronic Health Record (EHR) provisioning in a secure and timely manner.
Performs other duties as assigned.

EDUCATION
Bachelor's degree in computer science or related field, or equivalent years of experience and education

EXPERIENCE
No experience required
PHYSICAL REQUIREMENTS
Frequent lifting/carrying and pushing/pulling objects weighing 0-25 lbs.
Frequent sitting, standing, walking, reaching and repetitive foot/leg and hand/arm movements.
Frequent use of vision and depth perception for distances near (20 inches or less) and far (20 feet or more) and to identify and distinguish colors.
Frequent use of hearing and speech to share information through oral communication. Ability to hear alarms, malfunctioning machinery, etc.
Frequent keyboard use/data entry.
Occasional bending, stooping, kneeling, squatting, twisting and gripping.
Occasional lifting/carrying and pushing/pulling objects weighing 25-50 lbs.
Rare climbing."
None,PingWind Inc.,Remote,https://indeed.com/viewjob?jk=a522ab321db3f42f,"$85,000 - $115,000 a year","Overview:
The Junior Vulnerability Engineer would be responsible for managing the vulnerability scan services, findings, and reports for all systems in the Vectrus network. Vulnerability engineer will work with the Information Security manager to properly configure and maintain the vulnerability scanner (and/or services), maintain the list and timetable of servers being scanned, regularly scan for rogue devices, and regularly update the status of known vulnerabilities.

The junior engineer would also help clean up and manage useful and configurable reports/data for the Information Security Manager on the current status of every device in the Vectrus network. They will be responsible for tracking the handling and status of all discovered information security risks.

Junior vulnerability engineer will work with IT Infrastructure team to ensure all connected network nodes and devices are being scanned regularly.

Responsibilities:
This position description is subject to change at any time as needed to meet the requirements of the program or company.
Configure and maintain vulnerability scanner and services (document process)
Maintain reports and data from vulnerability scanner
Improve current report formats and data
Run recurring scans and optimize scanning window accordingly
Help improve Vectrus’ vulnerability management
Qualifications:
Education / Certifications: One-year related experience may be substituted for one year of education, if degree is required.
CompTIA Security+ (required)
Additional computer security certifications (preferred)
Experience:
Minimum 1 year experience using a commercial vulnerability scanner (Qualys preferred)
Minimum 1-3 years experience in technical IT roles
Skills & Technology Used:
Qualys Vulnerability Scanner
Microsoft Azure
Microsoft Office 365
Benefits
Medical, Dental, Vision, 401(k), Life, AD&D, Short Term Disability, Long Term Disability, and other ancillary plans.
Time Off
Paid Time Off (PTO), Holidays, Bereavement, and Jury Duty.
Colorado Salary Range
$68,000 - 80,000
We are committed to an inclusive and diverse workplace that values and supports the contributions of each individual. This commitment along with our common Vision and Values of Integrity, Respect, and Responsibility, allows us to leverage differences, encourage innovation and expand our success in the global marketplace. Vectrus is an Equal Opportunity /Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, age, sex, national origin, protected veteran status or status as an individual with a disability. EOE/Minority/Female/Disabled/Veteran."
Sales/Biz Dev - Cyber Security,TotalCyber Consulting,Remote,https://indeed.com/viewjob?jk=145976c84725cd1e,"$65,000 - $150,000 a year","GENERAL SUMMARY
This position will be part of our managed patching and security services team, responsible for ensuring that our managed patching, antimalware/EDR, and managed SIEM programs are operating effectively and efficiently.
MAJOR RESPONSIBILITIES
Ensure the customer patching and antimalware program is running as designed. Acts as an escalation point for patching and antimalware program issues or widespread patch problems.
Be a key resource in the managed SIEM program, interfacing with SIEM vendors and customers to ensure that the program is working effectively, and best practices are being maintained.
Ensure the managed antimalware and EDR program is operating effectively to reduce risk for customers.
Develop and implement patching programs for customer systems.
Documents new installations and all changes to patching and antimalware/EDR configurations and processes.
Lead the onboarding for new clients and ensuring critical information is gathered to be able to configure systems for patching, antimalware and EDR
Troubleshoot and remediate hardware, software, and Microsoft security patch installations issues as they arise, working with customers to uninstall patches if required.
Develop best practices, and procedures to support an efficient and effective patch management process
Research and review newly released patches to evaluate potential impact on customer environments and make appropriate recommendations.
Assist customers with reviewing antimalware alerts, providing incident response expertise when required.
Continuous validation of the patching process to ensure that customer devices are being patched as expected
Produce governance reporting for the customers patching and antimalware program.
Work with customers, project management, and the SIEM vendors through managed SIEM installation.
Assist customers with validating SIEM alerts from the SOC, providing incident response expertise when required.
Facilitate periodic meetings with customers to review SIEM reports and performance.
Provide expert guidance to customers on best practices.
Participate in the training of other team members on patching, SIEM, and antimalware technologies
In the event of a disaster or production down even, is responsible to respond and contribute to the resolution of the operational disaster.
Perform scheduled after hours patching when required for customer systems
Performs other operational related duties as assigned by management. Performs any related administrative functions, including but not limited to R&D, planning, and report preparation.
This position may involve working extended hours, or shifting schedules to accommodate required work, and the employee to be flexible with schedule.
QUALIFICATIONS:
Education
High School Diploma or Equivalent. Some college preferred but not required.
Experience/Skills/Knowledge
5 to 10 years information technology experience including patching systems and administering antimalware systems.
Experience with automated patching systems as well as manual patching processes is required.
Experience with configuring and managing antimalware and EDR systems, including deployment to new environments.
Strong knowledge of Windows networking environments including servers and workstations, applications, and hardware.
Working knowledge of networking systems and protocols.
Strong knowledge of security systems such as SIEM, web filtering, EDR, email security, and endpoint security solutions.
Working knowledge of VMware virtualization environments and technologies.
Knowledge and experience with automation through scripting.
Strong technical and analytical skills required in solving complex problems required.
Ability to understand complex systems and IT protocols as well as constantly adapt, learn and support new technologies is essential.
Excellent customer service skills
Excellent communication skills.
A solid team player who can work individually as well as collaboratively
Effective and clear communication skills, with ability to describe complex technical scenarios in a concise manner with confidence to both technical and non-technical audiences
Willingness to learn quickly, a can-do attitude and motivated to succeed and grow
Strong sense of ownership & urgency, ability to prioritize, attention to detail, flexibility, sense of vigilance & adherence to all compliance procedures and policies.
Ability to self-manage.
Certificates and Licenses
Microsoft, Cisco, and Security Certifications such as MCSA, Security+, and CCNA highly preferred
Physical Tasks
Standing/Walking/Sitting/Bending/Stooping/Crawling/Crouching/Climbing/Balancing/Reaching with Arms & Hands/Use hands & fingers to feel or handle items - Continuously
Oral Communication- Ability to speak clearly and persuasively in both negative and positive situation, listen and get clarification, respond well to questions, and participate in meetings- Continuous
Reading – Ability to receive information through personal computer, fax, e-mail, and text messages – Continuous
Mobility - Ability to travel to customer locations to sell products, services, and/or discuss problems/issues.
Communication
Requires vision to perform work dealing with data and figures and computer screens – Continuous
Requires ability to prepare and execute presentations, training programs and seminars – Continuous
Ability to read, analyze and interpret common technical journals, financial reports, and legal documents – Continuous
Ability to respond to common inquiries or complaints from customers, regulatory agencies or members of the business community – Continuous
Responds positively and productively to stressful customer situations - Continuous
Assists others to resolve problems – Continuous
Ability to manage multiple projects simultaneously - Continuous
Ability to define problems, collect data, establish facts and draw valid conclusions - Continuous
Job Type: Full-time
Benefits:
401(k)
401(k) matching
Dental insurance
Health insurance
Health savings account
Paid time off
Vision insurance
Schedule:
8 hour shift
On call
Weekend availability
Supplemental Pay:
Bonus pay
Education:
Bachelor's (Preferred)
Experience:
Information Technology: 5 years (Preferred)
Microsoft Windows Server: 2 years (Preferred)
Patching System: 2 years (Preferred)
AV/EDR: 2 years (Preferred)
Willingness to travel:
25% (Preferred)
Work Location:
Fully Remote
Work Location: Remote"
CyberSecurity Analyst Associate,SSM Health,"St. Louis, MO 63117",https://indeed.com/viewjob?jk=1e9cee7c0ef591d1,None,"Security Engineer:
Required skills/qualifications:
***US CITIZENSHIP is required.
The security engineer must demonstrate at least seven (7) years of hands-on experience as a security engineer.
The security engineer must demonstrate experience with security and compliance in an Azure environment.
Experience writing System Security Plans (SSPs) and mapping compliance control families.
Skill in assessing security and privacy controls based on cybersecurity and privacy related principles and tenets. (e.g., CIS CSC, NIST 800-171 or 53, Cybersecurity Framework, etc.).
The security engineer must demonstrate experience applying business requirements, regulatory requirements, and compliance controls into a Azure cloud infrastructure.
Skill in technical writing and communications to various stakeholders at all levels of the organization.
A Microsoft Security Engineer certification is preferred but not required (e.g., Azure Security Engineer Associate, Security Operations Analyst Associate, Identity and Access Administrator Associate, or Information Protection Administrator Associate)
Attention to detail and the ability to work autonomously.
Job Responsibilities:
Develop, execute, and track the performance of security measures to protect information and network infrastructure and computer systems.
Update existing System Security Plan (SSP)
Update existing NIST 800-53 v4 control family mapping to NIST 800-53 v5
Create and manage Role-Based Access Control (RBAC) models
Ensure that plans of actions and milestones or remediation plans are in place for vulnerabilities identified during risk assessments, audits, inspections, etc.
Ensure that security improvement actions are evaluated, validated, and implemented as required.
Job Type: Full-time
Pay: $110,000.00 - $130,000.00 per year
Benefits:
401(k)
Dental insurance
Health insurance
Paid time off
Schedule:
8 hour shift
Experience:
cybersecurity architecture: 1 year (Required)
data governance: 1 year (Required)
Azure Security Engineering: 2 years (Required)
System Security Plan: 1 year (Required)
Work authorization:
United States (Required)
Work Location:
Fully Remote
Work Location: Remote"
"Vulnerability Engineer, Jr.",Vectrus,Remote,https://indeed.com/viewjob?jk=6f23987fba2beabd,None,"Company: FedEx Services
Job Title: Cyber Security Advisor - Identity Management
Job Requisition Number: RC423605
Category: Information Technology
Pay Type: Exempt
Locations:
Collierville, Tennessee 38017
United States

Colorado Springs, Colorado 80921
United States

Plano, Texas 75024
United States

Harrison, Arkansas 72601
United States

Lakeland, Florida 33801
United States

Coraopolis, Pennsylvania 15108
United States

Compensation: Monthly Salary $9819.69 - $11892.73
The estimate displayed represents the typical salary range or starting rate of candidates hired in Colorado. Factors that may be used to determine your actual salary may include your specific skills, your remote work location (for remote postings), how many years of experience you have, and comparison to other employees already in this role.
Job Summary:
Under minimal supervision responsible for creating cyber-intelligence solutions to prevent internal or external attacks or attempts to infiltrate company email, data, e-commerce and web-based systems. Implements and supports technologies deployed across application, network/perimeter, data, endpoint, identity & access, and mobility domains. Researches attempted or successful efforts to compromise systems security and designs countermeasures. Provides information to management regarding the negative impact on the business caused by theft, destruction, alteration or denial of access to information and systems. Mentors those in less senior positions.

Minimum Qualifications:
Bachelor's degree in computer science, information systems and/or equivalent formal training or work experience. Five (5) years of experience in IT information security.

Job Specific Details:
Will be responsible for making data driven decisions to ensure effective management of the enterprise identity management system. Will also be responsible for the support of the primary team functions: integration of applications with the enterprise identity management solution, development of capabilities within the IAG tool, password management, access requests, and regular reviews of access. Duties will include:

SailPoint Identity IQ (IIQ) experience; specifically application integration and certification tasks
Role Based Access Control (RBAC) concepts.
Data analysis using SQL queries
Manage UNIX, LINUX and Windows environments; remediating security vulnerabilities
Java Development
Service Oriented Architecture/Web Services.

Skills/Knowledge Considered a Plus:
Directory Services such as LDAP and Active Directory, and integration of Directory Services with Identity Management tools.
Single Sign On, Identity Federation, Role Based Access Control concepts.
Advanced authentication concepts like multi-factor, risk based, and adaptive authentication. Data analysis using SQL queries
Manage UNIX, LINUX and Windows environments; remediating security vulnerabilities
Systems integration and distributed systems development.
Java Development
Service Oriented Architecture/Web Services.

Domicile Location:
Collierville, TN

Remote Work:
This position can also be domiciled anywhere within the United States based on business needs.

Relocation:
Relocation assistance may be provided based on business needs.

Application Deadline / Criteria:
To be considered for this opening, upload current copy of Resume to include beginning and ending dates for each employer/position and answer job screening questionnaire by close of business (5:00 PM CST) on September 29, 2021.

Employee Benefits: medical, dental, and vision insurance; paid Life and AD&D insurance; tuition reimbursement; paid sick leave; paid parental leave, paid vacation, paid military leave, and additional paid time off; geographic pay ranges; 401k with Company match and incentive bonus potential; sales Incentive compensation for selling roles.

FedEx Services is an Equal Opportunity/Affirmative Action employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, sexual orientation, gender identity, national origin, age, genetics disability, or protected Veteran status.
FedEx Services will make reasonable accommodations for the known physical or mental limitations of an otherwise qualified individual with a disability who is an applicant or an employee, unless undue hardship or a direct threat would result from the accommodation. If reasonable accommodation is needed to participate in the job application or interview process, to perform essential job functions, and/or to receive other benefits and privileges of employment, please contact recruitmentsupport@fedex.com."
None,"Ongoing Operations, LLC",Remote,https://indeed.com/viewjob?jk=2abf48a88497ea62,None,"THE COMPANY:
Based in Addison, TX
Recently named one of Inc. 5000 fastest growing companies, we are a transformative ecosystem for learners and employers. As the most effective and empowering solution for cloud engineering, cybersecurity, and AI, we help learners thrive and employers acquire and develop talent.
We take great pride in our extensive work with active duty and military veterans and can happily report our graduating classes continue to grow with each passing month. From cyber to cloud, our up-to-date curricula and comprehensive career services are designed to educate our learners with today's in-demand skillsets, spurring them forward on their new career paths with confidence and purpose.
THE ROLE:
This is mostly a remote position with some in-person days.
You will spearhead our hands-on/""internship program"" for our learners.
This includes:
Onboarding and training new learners into the program.
Supporting and advising learners in completing each project.
Setting the structure and ""curriculum"" for the program depending on the learner and the project.
What's in it for you? You'll get a chance to help our learners execute their book knowledge into real world scenarios!
WE'RE LOOKING FOR SOMEONE WHO:
Loves to get tasks completed!
Is proactive in helping the Operation team complete the projects at hand.
Is able to think for themselves and figure out what the current projects need.
Has the ability to ""herd cats"" when needed ;)
Has a can do attitude - no task is too big or too small.
Is nimble and able to change from task to task seamlessly
Communicate professionally via phone, text, email, chat, and in-person
WE'RE LOOKING FOR SOMEONE WHO:
Loves to get tasks completed!
Is proactive in helping the Operation team complete the projects at hand.
Is able to think for themselves and figure out what the current projects need.
Has the ability to ""herd cats"" when needed ;)
Has a can do attitude - no task is too big or too small.
Is nimble and able to change from task to task seamlessly
Communicate professionally via phone, text, email, chat, and in-person
Military background a plus, but not required!
Previous Program Manager experience a plus, but not required.
Technical background a huge plus, but not required!
Job Type: Full-time
Pay: $52,000.00 - $65,000.00 per year
Benefits:
401(k)
401(k) matching
Dental insurance
Employee assistance program
Employee discount
Flexible spending account
Health insurance
Health savings account
Life insurance
Paid time off
Parental leave
Professional development assistance
Tuition reimbursement
Vision insurance
Schedule:
8 hour shift
Monday to Friday
Supplemental Pay:
Bonus pay
Commission pay
Application Question(s):
Can you start immediately?
Do you have previous Program Manager experience?
Education:
Associate (Preferred)
Experience:
Microsoft Office: 5 years (Preferred)
Work Location:
One location
Work Remotely:
Yes
Work Location: One location"
None,i3its llc,Remote,https://indeed.com/viewjob?jk=f418806c40d0bcc0,"$110,000 - $130,000 a year","Reynolds and Reynolds is looking for Information Security enthusiasts for an entry level Information Security role. As an Information Security Associate, you will become a part of an elite team of individuals committed to the security of Customer information and the Company's intellectual property. In this position, you will be responsible for monitoring and auditing various technology systems, analyzing the information and communicating the information to the management team.
Requirements:
Computer science background and networking basics is a plus
Strong written and verbal communication skills
Excellent problem-solving and analytical skills
Commitment to learning and advancing skills
Basic understanding of computer systems"
